issue_number,created_at,labels,comments,author,description
52274,2024-07-05 07:57:35+00:00,"['actionpack', 'railties', 'docs']",1,casperisfine,"Fix: https://github.com/rails/rails/pull/52191

### Summary

This pull request modifies the HTTP cache handling behavior in Rails to better align with the HTTP specification. Specifically, the change ensures that the ETag header takes precedence over other conditions when determining if a request is fresh.

### Details

Previously, the logic required both the ETag and Last-Modified headers to match for a request to be considered fresh. The new logic prioritizes the ETag header, which is in accordance with the guidance provided in the [RFC 7232, Section 6](http://tools.ietf.org/html/rfc7232#section-6)

### Changes Made

Refactored the HTTP cache handling code to ensure that the ETag header takes precedence over the Last-Modified header.
Updated relevant tests to reflect this new behavior.

### Reference

[RFC 7232, Section 6](http://tools.ietf.org/html/rfc7232#section-6)
[MDN: If-None-Match](https://developer.mozilla.org/ko/docs/Web/HTTP/Headers/If-None-Match)

authored by @heka1024 (I just cleaned up the new configuration and added missing parts, was faster than doing a back and forth)."
52273,2024-07-04 23:09:04+00:00,[],1,x-yuri,"### Steps to reproduce
<!-- (Guidelines for creating a bug report are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#creating-a-bug-report)) -->

<!-- Paste your executable test case created from one of the scripts found [here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#create-an-executable-test-case) below: -->

`a.sh`:

```sh
docker run --rm -it ruby:3.3.3-alpine sh -euxc '
    if [ ""${1-}"" ]; then
        gem install activesupport -v ""$1""
    fi
    gem install click_house
    ruby -rclick_house -e """"
' - ""${1-}""
```

```sh
$ sh a.sh
...
+ ruby -rclick_house -e 
/usr/local/bundle/gems/activesupport-7.1.3.4/lib/active_support/core_ext/array/conversions.rb:108:in `<class:Array>': undefined method `deprecator' for module ActiveSupport (NoMethodError)

  deprecate to_default_s: :to_s, deprecator: ActiveSupport.deprecator
                                                          ^^^^^^^^^^^
Did you mean?  deprecate_constant
	from /usr/local/bundle/gems/activesupport-7.1.3.4/lib/active_support/core_ext/array/conversions.rb:8:in `<top (required)>'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'
	from /usr/local/bundle/gems/activesupport-7.1.3.4/lib/active_support/duration.rb:3:in `<top (required)>'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'
	from /usr/local/bundle/gems/activesupport-7.1.3.4/lib/active_support/core_ext/time/calculations.rb:3:in `<top (required)>'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'
	from /usr/local/bundle/gems/click_house-2.1.2/lib/click_house.rb:11:in `<top (required)>'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:141:in `require'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:141:in `rescue in require'
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:135:in `require'
<internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require': cannot load such file -- click_house (LoadError)
	from <internal:/usr/local/lib/ruby/3.3.0/rubygems/core_ext/kernel_require.rb>:136:in `require'

$ sh a.sh '~> 6'
...
+ ruby -rclick_house -e 
```

### Expected behavior
<!-- Tell us what should happen -->
It doesn't fail with ActiveSupport 7.

### Actual behavior
<!-- Tell us what happens instead -->
It fails.

### System configuration
**Rails version**: -

**Ruby version**: `3.3.3`
"
52272,2024-07-04 19:00:05+00:00,['activerecord'],0,fatkodima,"When loading association records, Active Record unnecessary and confusingly triggers an `instantiation.active_record` notification even when there are no records. 

This is not happening when loading records from a regular empty relation
https://github.com/rails/rails/blob/4fa56814f18fd3da49c83931fa773caa727d8096/activerecord/lib/active_record/relation.rb#L1441-L1442

I found this bug when subscribed to that event and got a strange payload with 0 count:

```ruby
ActiveSupport::Notifications.subscribe(""instantiation.active_record"") do |*, payload|
  puts payload # => {:record_count=>0, :class_name=>""User""}
end
```"
52271,2024-07-04 13:23:33+00:00,['activesupport'],0,Schwad,"### Motivation / Background

I18n is intialized with file watchers for all translation paths when reloading is enabled.

This includes translations contained within gems; which the user will not be editing in development. This adds unnecessary performance overhead.

### Detail

This change ensures we're only watching the files we care about.

**Before Pull Request**
`EventedFileUpdateChecker` watched all these files

```ruby
[
  ""/Users/schwad/.gem/ruby/3.3.3/gems/validate_url-1.0.15/lib/locale/ar.yml"",
  ...
  ""/Users/schwad/path/to/my/app/config/locales/foo/en.yml""
  ...
]
```

**After Pull Request**
Now:
```
[
  ""/Users/schwad/path/to/my/app/config/locales/foo/en.yml""
  ...
]
```

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52270,2024-07-04 13:21:20+00:00,"['docs', 'good first issue']",5,morgoth,"### Steps to reproduce
```ruby
# frozen_string_literal: true

require ""bundler/inline""

gemfile(true) do
  source ""https://rubygems.org""

  # If you want to test against edge Rails replace the previous line with this:
  gem ""rails"", github: ""rails/rails"", branch: ""main""
end

require ""minitest/autorun""
require ""action_view""

class BugTest < ActionView::TestCase
  def test_no_number_to_rounded
    render inline: <<~ERB
      <p><%= number_to_rounded(10) %></p>
    ERB

    element = rendered.html.at(""p"")

    assert_equal element.text, ""10""
  end
end

```

### Expected behavior
Works as documented https://edgeapi.rubyonrails.org/classes/ActiveSupport/NumberHelper.html#method-i-number_to_rounded

### Actual behavior
ActionView::Template::Error: undefined method `number_to_rounded' for <#<Class:0x00007adea9409ce8>:0x00007adea9e54f18>

### System configuration
**Rails version**: main

**Ruby version**: 3.3.2
"
52269,2024-07-04 12:26:59+00:00,['activemodel'],0,kabirpathak,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

Fixes #52243

Currently, the `validate_each` method in `ComparisonValidator` checks for presence and add an error to the record object.

However, for the following case, 
```ruby
validates :attribute, presence: true, comparison: { greater_than: 0 }
```

this would cause the error to be added twice - once by the `Validations::PresenceValidator` and then by `Validations::ComparisonValidator`.


### Detail
- In `ComparisonValidator#validates_each`, added a condition to not validate `presence` if it has already been checked.

- Made the following change as `obj.blank?` covers `obj.nil?` as well.
```diff
- if value.nil? || value.blank?
+ if value.blank?
```



### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52268,2024-07-03 23:56:03+00:00,"['activemodel', 'activerecord']",1,ruyrocha,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This Pull Request has been created because of #52264 where `has_secure_password` didn't treat blank passwords as invalid records.

### Detail

Per the current implementation, only `nil` values would be evaluated, but it seems that it's possible to set empty passwords as `''`, hence the specs for `SecurePasswordTest` are already there.

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52267,2024-07-03 20:01:49+00:00,[],2,andrewn617,"### Motivation / Background

Just a few small updates to the Dev Container setup for this repo.

### Detail

This Pull Request changes:
- use Ruby 3.3.3 as the default ruby version
- add default-mysql-client. I believe this was missed when switching to use the rails org ruby image

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52266,2024-07-03 19:59:48+00:00,['railties'],0,andrewn617,"
### Motivation / Background

This Pull Request has been created because until now, the `database` option has conflated the database adapter and the database itself. It's fine for `postgres` and `sqlite`, but for `mysql2` and `trilogy` adapters we could either use MySQL or MariaDB as the database. This becomes a problem for generating a Dev Container, since we need to add a service to docker compose with the correct database. Previously, we gave the user a MySQL database for the `mysql` option, and a MariaDB database for the `trilogy` option. But that is no good as it is common to use a `mysql` database with `trilogy`.

### Detail

In this PR I introduce two new options, `mariadb-mysql` and `mariadb-trilogy`. When generating a dev container, the `mysql` and `trilogy` options will create a MySQL database, and the `mariadb-` options will generate a MariaDB database. Users not generating a dev container do not need to worry about the new options and can continue using the original options, as this change only effects dev container setup.

So to review here is what the options do:

```yaml
mysql:
  adapter: mysql2
  database: mysql

trilogy:
  adapter: trilogy
  database: mysql

mariadb-mysql:
  adapter: mysql2
  database: mariadb

mariadb-trilogy:
  adapter: trilogy
  database: mariadb
```

### Additional information

<!-- Provide additional information such as benchmarks, references to other repositories, or alternative solutions. -->

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [x] Tests are added or updated if you fix a bug or add a feature.
* [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52265,2024-07-03 12:58:28+00:00,"['railties', 'ready']",0,JuanVqz,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

> This deprecation warning will be visible starting with the release of Rails 8.0,
so it seems correct to use ""in Rails 8.1"" instead of ""in Rails 8.0"".
@willnet

https://github.com/rails/rails/pull/47713#

This Pull Request has been created because need to update the deprecation warning message.

### Detail

This Pull Request changes the deprecation warning message from ""in Rails 8.0"" to ""in Rails 8.1"".

### Additional information

suggested by @willnet in https://github.com/rails/rails/pull/47713#discussion_r1663496308

### Checklist

Before submitting the PR make sure the following are checked:

* [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [ ] Tests are added or updated if you fix a bug or add a feature.
* [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52264,2024-07-03 11:39:43+00:00,[],4,chiaraani,"User model
```ruby
class User < ApplicationRecord
  has_secure_password
  validates :password, presence: true
end
```
```ruby
created_user = User.create!(name: ""Foo"", password: ""abc123"")
created_user.update!(name: ""Bar"", password: """")
# => true

found_user = User.last
found_user.update!(name: ""Other"", password: """")
# =>  Validation failed: Password can't be blank (ActiveRecord::RecordInvalid)
```
More info on:
[Why would `has_secure_password` suppress password validation on update, but only if the object is newly created?](https://stackoverflow.com/questions/78654116/why-would-has-secure-password-suppress-password-validation-on-update-but-only)

May I ask this behaviour is intended or it's a bug? 
"
52263,2024-07-03 09:33:57+00:00,['activemodel'],1,freesteph,"<!--
Thanks for contributing to Rails!

Please do not make *Draft* pull requests, as they still send
notifications to everyone watching the Rails repo.

Create a pull request when it is ready for review and feedback
from the Rails team :).

If your pull request affects documentation or any non-code
changes, guidelines for those changes are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)

About this template

The following template aims to help contributors write a good description for their pull requests.
We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added), the motivation behind the changes, and complete the checklist below before opening a pull request.

Feel free to discard it if you need to (e.g. when you just fix a typo). -->

### Motivation / Background

<!--
Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
If you are fixing a specific issue, include ""Fixes #ISSUE"" (replace with the issue number, remove the quotes) and the issue will be linked to this PR.
-->

This Pull Request has been created because of https://github.com/rails/rails/issues/51494.

### Detail

This Pull Request changes Active Model's string types (`ImmutableString` and its descendant `String`) to honour the `limit` parameter and chop the resulting string to the specified number of characters.

### Checklist

Before submitting the PR make sure the following are checked:

* [X] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
* [X] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
* [X] Tests are added or updated if you fix a bug or add a feature.
* [X] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
"
52262,2024-07-02 21:28:29+00:00,[],2,WillTaylor22,"### Steps to reproduce
<!-- (Guidelines for creating a bug report are [available
here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#creating-a-bug-report)) -->

<!-- Paste your executable test case created from one of the scripts found [here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#create-an-executable-test-case) below: -->
```ruby
module MyConcern
  extend ActiveSupport::Concern

  class_methods do

    # Does not work with Model.where(...).update_all
    # This seems to be a bug in rails
    # N.b. this has to be an override for an existing method for the bug to occur, namely tested on update_all
    def self.update_all(updates)
      puts ""custom method has run""
    end
  end
end

```

### Expected behavior
<!-- Tell us what should happen -->

Model.update_all(...)
-> ""custom method has run""

Model.where(...).update_all(...)
-> ""custom method has run""


### Actual behavior
<!-- Tell us what happens instead -->

Model.update_all(...)
-> ""custom method has run"" (correct)

Model.where(...).update_all(...)
->  (only original update_all is called)



### System configuration
**Rails version**:
7.0.3

**Ruby version**:
3.2.2"
